file,label,r,int,scenario,delay,seed,ill,attackavg,attack0,attack1,attack2,attack3,attack4,peakill,peaktime,vaccinesused,antiviralsused,pop0,pop1,pop2,pop3,pop4
sims/1/Summary14462,sims/1/config.la.1.4-het7-170,1.4,1,het7,1,-1,267295,0.0240973,0.0212697,0.0408987,0.0198543,0.020233,0.0138616,18626,178,2787821,0,725116,2460052,1408409,5212766,1285995
sims/1/Summary14463,sims/1/config.la.1.4-het7-175,1.4,1,het7,1,-1,279507,0.0251983,0.0224814,0.0421025,0.021002,0.0213332,0.0145512,18850,178,2791827,0,725354,2464461,1410059,5212863,1279554
sims/1/Summary14464,sims/1/config.la.1.4-het7-177,1.4,1,het7,1,-1,280206,0.025261,0.0226755,0.0424151,0.0207732,0.0213028,0.0148505,18180,178,2790067,0,724087,2460469,1406139,5217006,1284735
sims/1/Summary14465,sims/1/config.la.1.4-het7-181,1.4,1,het7,1,-1,260417,0.0234772,0.0210872,0.0392221,0.0197772,0.019836,0.013541,17341,178,2788121,0,725986,2457724,1408386,5216414,1283805
sims/1/Summary14466,sims/1/config.la.1.4-het7-182,1.4,1,het7,1,-1,257659,0.0232287,0.0207312,0.0387872,0.0194607,0.0196402,0.0135184,17094,178,2789548,0,725813,2461223,1408277,5213025,1283955
sims/1/Summary14467,sims/1/config.la.1.4-het7-188,1.4,1,het7,1,-1,265908,0.0239724,0.0214614,0.0404482,0.0198994,0.02014,0.0138834,17778,178,2788640,0,726655,2457513,1411853,5214697,1281535
sims/1/Summary14468,sims/1/config.la.1.4-het7-176,1.4,1,het7,1,-1,256316,0.0231076,0.0208042,0.0388272,0.0189945,0.0195236,0.0133745,16830,178,2788991,0,724278,2459227,1407670,5216292,1284829
sims/1/Summary14469,sims/1/config.la.1.4-het7-187,1.4,1,het7,1,-1,294266,0.0265289,0.0237223,0.0441058,0.0224094,0.0224681,0.0154349,18848,178,2792032,0,725647,2460379,1409941,5213692,1282609
sims/1/Summary14470,sims/1/config.la.1.4-het7-189,1.4,1,het7,1,-1,255235,0.0230102,0.0202349,0.0387835,0.0189909,0.0194224,0.0133188,17404,178,2792589,0,725036,2460968,1410307,5212954,1283001
sims/1/Summary14471,sims/1/config.la.1.4-het7-190,1.4,1,het7,1,-1,261604,0.0235845,0.0213277,0.0397295,0.0195922,0.0197791,0.0137288,17923,178,2789507,0,725537,2461271,1408621,5215358,1281398
sims/1/Summary14472,sims/1/config.la.1.4-het7-178,1.4,1,het7,1,-1,286702,0.0258471,0.0232224,0.0433007,0.021414,0.0218209,0.0150903,18522,178,2790549,0,725119,2460470,1408845,5214995,1282807
sims/1/Summary14473,sims/1/config.la.1.4-het7-195,1.4,1,het7,1,-1,262095,0.0236285,0.0213265,0.0395421,0.0195856,0.0199751,0.0137251,17662,178,2790690,0,725482,2459175,1408943,5214580,1284141
sims/1/Summary14474,sims/1/config.la.1.4-het7-191,1.4,1,het7,1,-1,322385,0.0290639,0.0261566,0.0485739,0.0240823,0.0246095,0.0168333,20057,177,2790317,0,724329,2461446,1408587,5217610,1280322
sims/1/Summary14475,sims/1/config.la.1.4-het7-183,1.4,1,het7,1,-1,284875,0.0256824,0.0231745,0.0433652,0.0209749,0.0216321,0.0148217,18430,178,2788101,0,725366,2460429,1407971,5215212,1283255
sims/1/Summary14476,sims/1/config.la.1.4-het7-192,1.4,1,het7,1,-1,296284,0.0267111,0.0235026,0.0447853,0.0221508,0.0226138,0.015509,19560,178,2789932,0,725962,2461301,1408479,5213316,1283129
sims/1/Summary14477,sims/1/config.la.1.4-het7-185,1.4,1,het7,1,-1,328859,0.0296476,0.0267386,0.0500087,0.0245148,0.0249497,0.0170139,20762,178,2790122,0,727226,2458771,1409801,5212118,1284364
sims/1/Summary14478,sims/1/config.la.1.4-het7-194,1.4,1,het7,1,-1,273748,0.0246793,0.0219017,0.0414001,0.0203218,0.0209,0.0143744,18352,178,2789580,0,724966,2457989,1411486,5213834,1283950
sims/1/Summary14479,sims/1/config.la.1.4-het7-179,1.4,1,het7,1,-1,285913,0.0257757,0.023482,0.043299,0.0214224,0.0216966,0.0148147,18943,178,2790370,0,724769,2461168,1408944,5214736,1282715
sims/1/Summary14480,sims/1/config.la.1.4-het7-184,1.4,1,het7,1,-1,264571,0.0238518,0.0210142,0.0400634,0.0198039,0.0201327,0.0139238,17578,178,2791326,0,724797,2460698,1408514,5215298,1282979
sims/1/Summary14481,sims/1/config.la.1.4-het8-161,1.4,1,het8,1,-1,193676,0.0174606,0.0160413,0.0279746,0.0148998,0.0151146,0.0104725,10854,178,2912216,0,725191,2458371,1409282,5215107,1284217
sims/1/Summary14482,sims/1/config.la.1.4-het8-153,1.4,1,het8,1,-1,179815,0.0162108,0.0146561,0.0263977,0.0137188,0.0139531,0.00946759,10700,178,2913848,0,724884,2460438,1409014,5214766,1283220
sims/1/Summary14483,sims/1/config.la.1.4-het8-160,1.4,1,het8,1,-1,173934,0.0156807,0.0144301,0.0253855,0.0133344,0.013561,0.00901657,10340,178,2911999,0,724944,2456485,1409590,5215027,1286188
sims/1/Summary14484,sims/1/config.la.1.4-het8-166,1.4,1,het8,1,-1,182116,0.0164183,0.015036,0.0266712,0.0139375,0.014093,0.00969595,11079,178,2913265,0,724662,2462208,1409935,5212363,1283113
sims/1/Summary14485,sims/1/config.la.1.4-het8-158,1.4,1,het8,1,-1,146623,0.0132185,0.0120997,0.0213023,0.0114282,0.01134,0.00794461,8552,178,2914527,0,725390,2460908,1407486,5215942,1282505
sims/1/Summary14486,sims/1/config.la.1.4-het8-159,1.4,1,het8,1,-1,142552,0.0128515,0.0118699,0.0207238,0.0108921,0.0111052,0.00755865,8608,178,2912621,0,726120,2459925,1409468,5215027,1281711
sims/1/Summary14487,sims/1/config.la.1.4-het8-164,1.4,1,het8,1,-1,168116,0.0151561,0.0137058,0.0245843,0.0127557,0.013088,0.00893553,10494,178,2910996,0,724947,2460437,1410268,5214227,1282409
sims/1/Summary14488,sims/1/config.la.1.4-het8-162,1.4,1,het8,1,-1,156785,0.0141347,0.0131765,0.0226796,0.0120848,0.0122595,0.00815045,9837,178,2912746,0,725608,2461421,1407971,5215201,1282015
sims/1/Summary14489,sims/1/config.la.1.4-het7-196,1.4,1,het7,1,-1,292361,0.0263573,0.0236943,0.0442118,0.0221447,0.022191,0.0152556,19186,178,2788392,0,726209,2457106,1410225,5212469,1286218
sims/1/Summary14490,sims/1/config.la.1.4-het8-152,1.4,1,het8,1,-1,166148,0.0149789,0.0137602,0.0240753,0.0127633,0.0129877,0.00875216,10084,178,2912523,0,726805,2460160,1409749,5212092,1283341
sims/1/Summary14491,sims/1/config.la.1.4-het7-197,1.4,1,het7,1,-1,281420,0.0253709,0.0225627,0.0429058,0.0209761,0.0213201,0.014602,19560,178,2791858,0,726776,2461579,1407695,5212923,1283249
sims/1/Summary14492,sims/1/config.la.1.4-het8-151,1.4,1,het8,1,-1,143499,0.0129369,0.0117948,0.0210131,0.0109796,0.0111142,0.00764325,8892,178,2912812,0,724558,2461470,1408795,5214865,1282570
sims/1/Summary14493,sims/1/config.la.1.4-het8-163,1.4,1,het8,1,-1,207735,0.0187277,0.0172049,0.0304259,0.0159,0.0161165,0.0108503,12110,178,2914026,0,723108,2462607,1409940,5213912,1282822
sims/1/Summary14494,sims/1/config.la.1.4-het8-155,1.4,1,het8,1,-1,177281,0.0159825,0.0148207,0.0258002,0.0135133,0.0137906,0.00941911,10341,178,2913800,0,726014,2461451,1407353,5214987,1282393
sims/1/Summary14495,sims/1/config.la.1.4-het8-156,1.4,1,het8,1,-1,158379,0.0142784,0.0129293,0.022978,0.0121702,0.0123855,0.0083624,9231,178,2912153,0,726257,2461530,1406797,5212701,1284918
sims/1/Summary14496,sims/1/config.la.1.4-het7-199,1.4,1,het7,1,-1,201800,0.0181928,0.0159939,0.0305304,0.0151484,0.0153928,0.0104931,14475,178,2791978,0,724587,2460593,1408925,5216473,1281701
sims/1/Summary14497,sims/1/config.la.1.4-het8-165,1.4,1,het8,1,-1,143772,0.0129614,0.011787,0.0207801,0.0112523,0.0112151,0.0076191,8932,178,2912519,0,724953,2459225,1409130,5214577,1284404
sims/1/Summary14498,sims/1/config.la.1.4-het7-200,1.4,1,het7,1,-1,293796,0.0264867,0.023767,0.0443581,0.0222601,0.0222999,0.0154256,19491,178,2789124,0,724575,2459821,1410596,5213428,1283778
sims/1/Summary14499,sims/1/config.la.1.4-het8-154,1.4,1,het8,1,-1,166048,0.0149698,0.013972,0.0241875,0.0125356,0.0129427,0.00878477,9679,178,2912962,0,727311,2458457,1411419,5212135,1282902
sims/1/Summary145,sims/1/config.la.1.2-het6-16,1.2,1,het6,1,-1,22564,0.00203421,0.00185397,0.00369036,0.00154803,0.00162827,0.00114384,695,153,2667354,0,726010,2460191,1406953,5216565,1282524
sims/1/Summary14500,sims/1/config.la.1.4-het8-157,1.4,1,het8,1,-1,135543,0.0122196,0.0112977,0.0195097,0.0105227,0.0105915,0.00723787,8578,178,2912915,0,725987,2460471,1409426,5214485,1281869
sims/1/Summary14501,sims/1/config.la.1.4-het8-171,1.4,1,het8,1,-1,142077,0.0128086,0.0119224,0.0207506,0.0108798,0.0109986,0.00756235,8930,178,2913982,0,726198,2459596,1407471,5215043,1283992
sims/1/Summary14502,sims/1/config.la.1.4-het8-167,1.4,1,het8,1,-1,191962,0.0173059,0.0154714,0.0280987,0.0147136,0.0149317,0.0101214,11523,178,2914110,0,724306,2462250,1408157,5215131,1282437
sims/1/Summary14503,sims/1/config.la.1.4-het8-169,1.4,1,het8,1,-1,171073,0.0154228,0.0140983,0.0249821,0.0131381,0.0132874,0.00903016,10619,178,2912543,0,724769,2459481,1410018,5216815,1281151
sims/1/Summary14504,sims/1/config.la.1.4-het8-172,1.4,1,het8,1,-1,170863,0.0154038,0.0138428,0.0249009,0.0131254,0.0133331,0.00896507,10794,178,2913488,0,726079,2462564,1409100,5213563,1280971
sims/1/Summary14505,sims/1/config.la.1.4-het8-168,1.4,1,het8,1,-1,170226,0.0153465,0.0141498,0.0248563,0.0132064,0.0131406,0.00913616,9801,178,2911813,0,724534,2457566,1409019,5215519,1285551
sims/1/Summary14506,sims/1/config.la.1.4-het8-170,1.4,1,het8,1,-1,143155,0.0129058,0.0112203,0.0210162,0.0108477,0.0111705,0.00762911,9024,178,2910764,0,725116,2460052,1408409,5212766,1285995
sims/1/Summary14507,sims/1/config.la.1.4-het8-177,1.4,1,het8,1,-1,188090,0.0169566,0.0154015,0.0275866,0.0142994,0.0145923,0.00998416,10910,178,2912928,0,724087,2460469,1406139,5217006,1284735
sims/1/Summary14508,sims/1/config.la.1.4-het8-173,1.4,1,het8,1,-1,170413,0.0153633,0.0138448,0.0247545,0.0129371,0.0133205,0.00916876,10390,178,2913353,0,725326,2461003,1407731,5216548,1281634
sims/1/Summary14509,sims/1/config.la.1.4-het8-174,1.4,1,het8,1,-1,170326,0.0153555,0.0140601,0.0247653,0.013053,0.0132559,0.00910915,9937,178,2910852,0,726242,2459572,1407343,5216713,1282337
sims/1/Summary14510,sims/1/config.la.1.4-het8-176,1.4,1,het8,1,-1,139417,0.0125688,0.0110993,0.0205849,0.0105728,0.0107622,0.00757533,8892,178,2911652,0,724278,2459227,1407670,5216292,1284829
sims/1/Summary14511,sims/1/config.la.1.4-het8-178,1.4,1,het8,1,-1,172923,0.0155896,0.0142239,0.0250566,0.0133414,0.0134903,0.00920637,10315,177,2913379,0,725119,2460470,1408845,5214995,1282807
sims/1/Summary14512,sims/1/config.la.1.4-het8-180,1.4,1,het8,1,-1,184562,0.0166388,0.0152169,0.0268646,0.0142443,0.014297,0.0099728,11341,178,2916801,0,725774,2461046,1407860,5214874,1282689
sims/1/Summary14513,sims/1/config.la.1.4-het8-185,1.4,1,het8,1,-1,209230,0.0188627,0.017234,0.0306604,0.0159888,0.0162118,0.0111113,12451,178,2912711,0,727226,2458771,1409801,5212118,1284364
sims/1/Summary14514,sims/1/config.la.1.4-het8-179,1.4,1,het8,1,-1,221121,0.0199346,0.0178705,0.0322664,0.0168552,0.0172335,0.0118031,12375,178,2913447,0,724769,2461168,1408944,5214736,1282715
sims/1/Summary14515,sims/1/config.la.1.4-het8-182,1.4,1,het8,1,-1,161585,0.0145673,0.0132141,0.0237654,0.0123051,0.0124943,0.00859843,10283,178,2912994,0,725813,2461223,1408277,5213025,1283955
sims/1/Summary14516,sims/1/config.la.1.4-het8-183,1.4,1,het8,1,-1,164644,0.0148432,0.013578,0.02411,0.012528,0.0127765,0.00873014,10169,178,2911161,0,725366,2460429,1407971,5215212,1283255
sims/1/Summary14517,sims/1/config.la.1.4-het8-175,1.4,1,het8,1,-1,188089,0.0169567,0.0153539,0.0274145,0.0143008,0.0146578,0.010016,12002,178,2915050,0,725354,2464461,1410059,5212863,1279554
sims/1/Summary14518,sims/1/config.la.1.4-het8-187,1.4,1,het8,1,-1,191558,0.0172695,0.0158383,0.0277494,0.0147722,0.0149301,0.0102307,11512,178,2915403,0,725647,2460379,1409941,5213692,1282609
sims/1/Summary14519,sims/1/config.la.1.4-het8-184,1.4,1,het8,1,-1,159803,0.0144067,0.0133058,0.0232003,0.0124159,0.0124307,0.0083805,9856,178,2914289,0,724797,2460698,1408514,5215298,1282979
sims/1/Summary14520,sims/1/config.la.1.4-het8-189,1.4,1,het8,1,-1,146837,0.0132378,0.0119842,0.0214911,0.0112203,0.0113884,0.00784723,9055,178,2915698,0,725036,2460968,1410307,5212954,1283001
sims/1/Summary14521,sims/1/config.la.1.4-het8-188,1.4,1,het8,1,-1,193282,0.017425,0.0156649,0.0282941,0.0148542,0.0150229,0.0101862,11861,178,2911305,0,726655,2457513,1411853,5214697,1281535
sims/1/Summary14522,sims/1/config.la.1.4-het8-195,1.4,1,het8,1,-1,174886,0.0157664,0.0142154,0.0254122,0.0135641,0.0136318,0.00925521,10241,178,2913518,0,725482,2459175,1408943,5214580,1284141
sims/1/Summary14523,sims/1/config.la.1.4-het8-190,1.4,1,het8,1,-1,148543,0.0133917,0.0121317,0.021599,0.0115574,0.0115469,0.00786563,8859,178,2912266,0,725537,2461271,1408621,5215358,1281398
sims/1/Summary14524,sims/1/config.la.1.4-het8-193,1.4,1,het8,1,-1,143415,0.0129293,0.0118938,0.0210401,0.0108377,0.0111149,0.0076344,9254,178,2912860,0,725506,2460732,1407859,5213293,1284843
sims/1/Summary14525,sims/1/config.la.1.4-het8-192,1.4,1,het8,1,-1,131210,0.011829,0.010546,0.0191265,0.0101592,0.0102374,0.00685668,8152,178,2912811,0,725962,2461301,1408479,5213316,1283129
sims/1/Summary14526,sims/1/config.la.1.4-het8-196,1.4,1,het8,1,-1,203326,0.0183305,0.0164223,0.0296349,0.0155628,0.015857,0.0108714,11953,178,2911121,0,726209,2457106,1410225,5212469,1286218
sims/1/Summary14527,sims/1/config.la.1.4-het8-194,1.4,1,het8,1,-1,207302,0.0186889,0.0171346,0.030051,0.0161674,0.0160857,0.0111585,12319,178,2912723,0,724966,2457989,1411486,5213834,1283950
sims/1/Summary14528,sims/1/config.la.1.4-het9-155,1.4,1,het9,1,-1,132235,0.0119214,0.0112395,0.0183749,0.0105411,0.0105153,0.00715381,6976,177,3036731,0,726014,2461451,1407353,5214987,1282393
sims/1/Summary14529,sims/1/config.la.1.4-het9-151,1.4,1,het9,1,-1,90238,0.00813522,0.00745558,0.012564,0.00705993,0.00720325,0.00498998,4892,178,3036000,0,724558,2461470,1408795,5214865,1282570
sims/1/Summary14530,sims/1/config.la.1.4-het8-197,1.4,1,het8,1,-1,165801,0.0149475,0.0136507,0.0241926,0.0127727,0.0128707,0.00876993,10032,178,2915186,0,726776,2461579,1407695,5212923,1283249
sims/1/Summary14531,sims/1/config.la.1.4-het9-152,1.4,1,het9,1,-1,103227,0.00930631,0.00863093,0.0142808,0.00828729,0.00821628,0.00569919,5428,178,3035319,0,726805,2460160,1409749,5212092,1283341
sims/1/Summary14532,sims/1/config.la.1.4-het9-156,1.4,1,het9,1,-1,93050,0.00838878,0.00788564,0.0130297,0.00738415,0.00735415,0.0050797,4949,177,3035174,0,726257,2461530,1406797,5212701,1284918
sims/1/Summary14533,sims/1/config.la.1.4-het9-157,1.4,1,het9,1,-1,104208,0.00939468,0.00843128,0.0145582,0.0083644,0.00827867,0.00570183,5408,178,3035599,0,725987,2460471,1409426,5214485,1281869
sims/1/Summary14534,sims/1/config.la.1.4-het8-200,1.4,1,het8,1,-1,174374,0.0157204,0.0144788,0.0253478,0.0132412,0.0135886,0.00935598,11048,178,2912050,0,724575,2459821,1410596,5213428,1283778
sims/1/Summary14535,sims/1/config.la.1.4-het8-198,1.4,1,het8,1,-1,186859,0.0168457,0.0156254,0.0272423,0.0142289,0.0144838,0.010085,11183,178,2911143,0,726575,2459263,1407417,5215121,1283982
sims/1/Summary14536,sims/1/config.la.1.4-het9-158,1.4,1,het9,1,-1,105110,0.009476,0.00866155,0.0146726,0.00831696,0.00837931,0.00569744,5939,178,3037615,0,725390,2460908,1407486,5215942,1282505
sims/1/Summary14537,sims/1/config.la.1.4-het9-153,1.4,1,het9,1,-1,96831,0.00872955,0.00845101,0.013535,0.00756132,0.00764809,0.0053506,5085,178,3036992,0,724884,2460438,1409014,5214766,1283220
sims/1/Summary14538,sims/1/config.la.1.4-het9-159,1.4,1,het9,1,-1,79863,0.00719989,0.00662287,0.0109991,0.00633218,0.00640265,0.00443314,4370,178,3035570,0,726120,2459925,1409468,5215027,1281711
sims/1/Summary14539,sims/1/config.la.1.4-het9-160,1.4,1,het9,1,-1,88162,0.00794808,0.00732746,0.0123457,0.00698856,0.00700974,0.00475514,4737,177,3034150,0,724944,2456485,1409590,5215027,1286188
sims/1/Summary14540,sims/1/config.la.1.4-het9-162,1.4,1,het9,1,-1,97634,0.00880203,0.00788029,0.0135942,0.00765712,0.00783517,0.00531351,5238,178,3035840,0,725608,2461421,1407971,5215201,1282015
sims/1/Summary14541,sims/1/config.la.1.4-het9-161,1.4,1,het9,1,-1,124838,0.0112546,0.0100374,0.0176841,0.00973333,0.0099277,0.00669202,6812,178,3034820,0,725191,2458371,1409282,5215107,1284217
sims/1/Summary14542,sims/1/config.la.1.4-het9-164,1.4,1,het9,1,-1,88389,0.00796851,0.00734812,0.0122592,0.00708447,0.00707775,0.00468103,4620,178,3033770,0,724947,2460437,1410268,5214227,1282409
sims/1/Summary14543,sims/1/config.la.1.4-het9-166,1.4,1,het9,1,-1,117206,0.0105664,0.00983631,0.0162911,0.00924794,0.00935564,0.00636109,6446,178,3036154,0,724662,2462208,1409935,5212363,1283113
sims/1/Summary14544,sims/1/config.la.1.4-het9-167,1.4,1,het9,1,-1,103959,0.00937219,0.00884847,0.0144782,0.00817522,0.00825502,0.00572192,5450,178,3036983,0,724306,2462250,1408157,5215131,1282437
sims/1/Summary14545,sims/1/config.la.1.4-het9-165,1.4,1,het9,1,-1,97958,0.00883118,0.00821157,0.0138304,0.00775727,0.00774023,0.00521643,5528,178,3035309,0,724953,2459225,1409130,5214577,1284404
sims/1/Summary14546,sims/1/config.la.1.4-het9-173,1.4,1,het9,1,-1,116518,0.0105045,0.00957776,0.0164986,0.00908909,0.00922794,0.00626934,6245,178,3036481,0,725326,2461003,1407731,5216548,1281634
sims/1/Summary14547,sims/1/config.la.1.4-het9-171,1.4,1,het9,1,-1,102457,0.00923677,0.00864227,0.0141629,0.00815079,0.00819629,0.00555299,5283,178,3037367,0,726198,2459596,1407471,5215043,1283992
sims/1/Summary14548,sims/1/config.la.1.4-het9-170,1.4,1,het9,1,-1,102699,0.00925855,0.00860276,0.014203,0.00822204,0.00817666,0.00569054,5280,178,3033816,0,725116,2460052,1408409,5212766,1285995
sims/1/Summary14549,sims/1/config.la.1.4-het9-169,1.4,1,het9,1,-1,91164,0.00821872,0.00763554,0.0126876,0.00721764,0.00726976,0.00493541,4987,178,3035605,0,724769,2459481,1410018,5216815,1281151
sims/1/Summary14550,sims/1/config.la.1.4-het9-176,1.4,1,het9,1,-1,80682,0.0072737,0.00684268,0.0112275,0.00631327,0.00640474,0.00452901,4642,178,3034773,0,724278,2459227,1407670,5216292,1284829
sims/1/Summary14551,sims/1/config.la.1.4-het9-168,1.4,1,het9,1,-1,111229,0.0100277,0.0094792,0.0155585,0.00885652,0.00883555,0.00588386,5936,178,3034477,0,724534,2457566,1409019,5215519,1285551
sims/1/Summary14552,sims/1/config.la.1.4-het9-172,1.4,1,het9,1,-1,96991,0.00874401,0.00800602,0.0135883,0.00761479,0.00774959,0.00513907,5354,178,3036705,0,726079,2462564,1409100,5213563,1280971
sims/1/Summary14553,sims/1/config.la.1.4-het9-174,1.4,1,het9,1,-1,97727,0.00881042,0.00806618,0.0137304,0.00772235,0.00773246,0.00537456,5288,178,3034099,0,726242,2459572,1407343,5216713,1282337
sims/1/Summary14554,sims/1/config.la.1.4-het9-177,1.4,1,het9,1,-1,102496,0.00924017,0.00853074,0.014177,0.00814215,0.00818726,0.00566265,5419,178,3036366,0,724087,2460469,1406139,5217006,1284735
sims/1/Summary14555,sims/1/config.la.1.4-het9-180,1.4,1,het9,1,-1,95057,0.00856968,0.00787435,0.0132716,0.00742119,0.00758408,0.00520937,5201,178,3039692,0,725774,2461046,1407860,5214874,1282689
sims/1/Summary14556,sims/1/config.la.1.4-het9-181,1.4,1,het9,1,-1,108174,0.00975216,0.00895885,0.0149944,0.00872559,0.00865096,0.00576567,5735,177,3032927,0,725986,2457724,1408386,5216414,1283805
sims/1/Summary14557,sims/1/config.la.1.4-het9-183,1.4,1,het9,1,-1,89241,0.00804536,0.00747071,0.0123852,0.00711236,0.00711016,0.00487354,4664,178,3034784,0,725366,2460429,1407971,5215212,1283255
sims/1/Summary14558,sims/1/config.la.1.4-het9-178,1.4,1,het9,1,-1,105133,0.00947807,0.00893371,0.014787,0.00816271,0.00834344,0.00566024,5845,178,3035874,0,725119,2460470,1408845,5214995,1282807
sims/1/Summary14559,sims/1/config.la.1.4-het9-182,1.4,1,het9,1,-1,99148,0.00893846,0.00831068,0.013783,0.0079828,0.00787412,0.00537636,5506,178,3035555,0,725813,2461223,1408277,5213025,1283955
sims/1/Summary14560,sims/1/config.la.1.4-het9-187,1.4,1,het9,1,-1,107956,0.00973255,0.00935165,0.0150115,0.00841454,0.00859084,0.00591139,5650,178,3038319,0,725647,2460379,1409941,5213692,1282609
sims/1/Summary14561,sims/1/config.la.1.4-het9-186,1.4,1,het9,1,-1,86315,0.0077816,0.00750171,0.0119957,0.00676023,0.00686184,0.00472472,4822,178,3033648,0,724768,2459631,1410603,5212453,1284732
sims/1/Summary14562,sims/1/config.la.1.4-het9-192,1.4,1,het9,1,-1,112433,0.0101362,0.00926082,0.015801,0.0088237,0.00893251,0.00609681,6207,178,3036217,0,725962,2461301,1408479,5213316,1283129
sims/1/Summary14563,sims/1/config.la.1.4-het9-188,1.4,1,het9,1,-1,110404,0.00995325,0.00938547,0.0152736,0.00874737,0.00880991,0.00605368,5665,178,3034050,0,726655,2457513,1411853,5214697,1281535
sims/1/Summary14564,sims/1/config.la.1.4-het9-185,1.4,1,het9,1,-1,113621,0.0102433,0.00983188,0.0155557,0.00908355,0.00910647,0.00619217,5624,177,3035771,0,727226,2458771,1409801,5212118,1284364
sims/1/Summary14565,sims/1/config.la.1.4-het9-191,1.4,1,het9,1,-1,112343,0.010128,0.00940871,0.01538,0.00899625,0.00904801,0.00608441,5802,178,3036521,0,724329,2461446,1408587,5217610,1280322
sims/1/Summary14566,sims/1/config.la.1.4-het9-190,1.4,1,het9,1,-1,116988,0.0105469,0.0100477,0.0162091,0.00926012,0.0092962,0.00645857,6050,178,3034745,0,725537,2461271,1408621,5215358,1281398
sims/1/Summary14567,sims/1/config.la.1.4-het9-184,1.4,1,het9,1,-1,90799,0.00818578,0.00778425,0.0125408,0.00726439,0.00723429,0.00493929,4625,178,3036934,0,724797,2460698,1408514,5215298,1282979
sims/1/Summary14568,sims/1/config.la.1.4-het9-189,1.4,1,het9,1,-1,91751,0.00827162,0.00771134,0.0127048,0.0072665,0.00736473,0.00487451,4972,178,3038373,0,725036,2460968,1410307,5212954,1283001
sims/1/Summary14569,sims/1/config.la.1.4-het9-198,1.4,1,het9,1,-1,85530,0.00771071,0.00691188,0.0119812,0.0067599,0.0068265,0.00461689,4578,178,3034754,0,726575,2459263,1407417,5215121,1283982
sims/1/Summary14570,sims/1/config.la.1.4-het9-195,1.4,1,het9,1,-1,126663,0.011419,0.0104648,0.0176994,0.00996208,0.0101239,0.0067882,6796,178,3036279,0,725482,2459175,1408943,5214580,1284141
sims/1/Summary14571,sims/1/config.la.1.4-het9-194,1.4,1,het9,1,-1,96542,0.00870357,0.00802658,0.0134313,0.00764301,0.00772637,0.0051692,5393,178,3035574,0,724966,2457989,1411486,5213834,1283950
sims/1/Summary14572,sims/1/config.la.1.4-het9-199,1.4,1,het9,1,-1,94472,0.00851692,0.00808599,0.013157,0.00745036,0.00749165,0.00519778,5144,178,3037565,0,724587,2460593,1408925,5216473,1281701
sims/1/Summary14573,sims/1/config.la.1.4-het9-197,1.4,1,het9,1,-1,126535,0.0114075,0.0106333,0.0176411,0.00996096,0.010059,0.00695344,6895,178,3037639,0,726776,2461579,1407695,5212923,1283249
sims/1/Summary14574,sims/1/config.la.1.4-het9-196,1.4,1,het9,1,-1,93089,0.00839227,0.00784485,0.0129014,0.00740378,0.00740302,0.0051803,4697,178,3034154,0,726209,2457106,1410225,5212469,1286218
sims/1/Summary14575,sims/1/config.la.1.4-het9-200,1.4,1,het9,1,-1,95388,0.00859956,0.00788186,0.0132331,0.00764783,0.00763912,0.00507253,5227,178,3034750,0,724575,2459821,1410596,5213428,1283778
sims/1/Summary14576,sims/1/config.la.1.4-hom0-153,1.4,1,hom0,1,-1,1185356,0.106863,0.0817013,0.2099,0.0818679,0.0822091,0.0511456,59993,161,1954272,0,724884,2460438,1409014,5214766,1283220
sims/1/Summary14577,sims/1/config.la.1.4-hom0-155,1.4,1,hom0,1,-1,1063603,0.0958875,0.0733292,0.189336,0.0731465,0.073567,0.0450174,58988,167,1953449,0,726014,2461451,1407353,5214987,1282393
sims/1/Summary14578,sims/1/config.la.1.4-hom0-152,1.4,1,hom0,1,-1,1040054,0.0937649,0.0715914,0.185103,0.0715184,0.0719323,0.0443351,59169,171,1952978,0,726805,2460160,1409749,5212092,1283341
sims/1/Summary14579,sims/1/config.la.1.4-hom0-154,1.4,1,hom0,1,-1,1074418,0.0968623,0.0738199,0.191222,0.0738023,0.0742926,0.0461672,57818,166,1953984,0,727311,2458457,1411419,5212135,1282902
sims/1/Summary14580,sims/1/config.la.1.4-hom0-151,1.4,1,hom0,1,-1,1130152,0.101887,0.0775618,0.200465,0.0777956,0.0782714,0.048919,59290,166,1953128,0,724558,2461470,1408795,5214865,1282570
sims/1/Summary14581,sims/1/config.la.1.4-hom0-156,1.4,1,hom0,1,-1,1211704,0.109239,0.0841107,0.213831,0.0841905,0.0840975,0.0524952,59669,161,1952659,0,726257,2461530,1406797,5212701,1284918
sims/1/Summary14582,sims/1/config.la.1.4-hom0-157,1.4,1,hom0,1,-1,1062901,0.0958239,0.0731487,0.189378,0.0729439,0.0733923,0.0455007,59985,171,1953449,0,725987,2460471,1409426,5214485,1281869
sims/1/Summary14583,sims/1/config.la.1.4-hom0-159,1.4,1,hom0,1,-1,1157820,0.104381,0.0797017,0.205103,0.0801217,0.0801816,0.0501915,58302,162,1954410,0,726120,2459925,1409468,5215027,1281711
sims/1/Summary14584,sims/1/config.la.1.4-hom0-158,1.4,1,hom0,1,-1,1060631,0.0956193,0.0726437,0.189135,0.0728419,0.0731498,0.045553,59015,168,1954578,0,725390,2460908,1407486,5215942,1282505
