file,label,r,int,scenario,delay,seed,ill,attackavg,attack0,attack1,attack2,attack3,attack4,peakill,peaktime,vaccinesused,antiviralsused,pop0,pop1,pop2,pop3,pop4
sims/1/Summary4578,sims/1/config.la.1.3-het3-41,1.3,1,het3,1,-1,342056,0.0308372,0.0254456,0.0606978,0.0223857,0.0233843,0.0161548,22022,178,2298907,0,725942,2461490,1407686,5215291,1281912
sims/1/Summary4579,sims/1/config.la.1.3-het3-42,1.3,1,het3,1,-1,328311,0.0295981,0.0248452,0.0578072,0.0215326,0.022642,0.0153353,20634,178,2297230,0,726296,2459626,1407863,5215803,1282729
sims/1/Summary458,sims/1/config.la.1.3-het10-14,1.3,1,het10,1,-1,15836,0.00142766,0.0014076,0.00209605,0.00128353,0.00126875,0.000960992,476,175,3161613,0,723927,2461299,1408613,5215369,1283049
sims/1/Summary4580,sims/1/config.la.1.3-het3-43,1.3,1,het3,1,-1,325146,0.0293126,0.0245988,0.057442,0.0213843,0.0223285,0.015175,22147,178,2298114,0,725156,2458760,1412296,5213115,1283028
sims/1/Summary4581,sims/1/config.la.1.3-het3-44,1.3,1,het3,1,-1,310526,0.0279948,0.023436,0.0546394,0.0205779,0.0214098,0.0144081,20123,178,2296862,0,725509,2459564,1410447,5213599,1283168
sims/1/Summary4582,sims/1/config.la.1.3-het3-45,1.3,1,het3,1,-1,322371,0.0290627,0.0237791,0.0568191,0.0213725,0.0221886,0.0152098,20902,178,2298128,0,724249,2460477,1409010,5214616,1283906
sims/1/Summary4583,sims/1/config.la.1.3-het3-47,1.3,1,het3,1,-1,283212,0.0255323,0.0213194,0.0500402,0.0186723,0.0194786,0.0130473,18935,178,2296507,0,725113,2461062,1408988,5212329,1284790
sims/1/Summary4584,sims/1/config.la.1.3-het3-46,1.3,1,het3,1,-1,343811,0.0309955,0.0255959,0.061123,0.0225072,0.0235021,0.0161115,22182,178,2297292,0,726404,2458207,1410479,5214630,1282565
sims/1/Summary4585,sims/1/config.la.1.3-het3-48,1.3,1,het3,1,-1,318374,0.0287023,0.023825,0.0564542,0.0208526,0.0217953,0.0149315,21255,178,2298535,0,723819,2460988,1407016,5214976,1285473
sims/1/Summary4586,sims/1/config.la.1.3-het3-49,1.3,1,het3,1,-1,309648,0.0279158,0.0228336,0.0547304,0.02036,0.0213014,0.0145778,20414,178,2297740,0,723844,2460115,1409531,5211768,1286958
sims/1/Summary4587,sims/1/config.la.1.3-het3-50,1.3,1,het3,1,-1,323733,0.0291855,0.0241229,0.0572329,0.0213961,0.0222509,0.0150199,21414,178,2298317,0,726199,2459529,1410774,5213398,1282369
sims/1/Summary4588,sims/1/config.la.1.3-het3-51,1.3,1,het3,1,-1,279749,0.0252201,0.0206995,0.0495,0.0183642,0.0192375,0.013112,19331,178,2298138,0,726251,2458221,1409371,5214984,1283477
sims/1/Summary4589,sims/1/config.la.1.3-het3-52,1.3,1,het3,1,-1,283578,0.0255654,0.0210835,0.0503858,0.0185267,0.0194463,0.013139,18919,178,2297653,0,724690,2458968,1410936,5214455,1283202
sims/1/Summary459,sims/1/config.la.1.3-het10-12,1.3,1,het10,1,-1,20962,0.00188978,0.00180072,0.00281857,0.0016661,0.00170369,0.00115877,628,175,3160830,0,724710,2462241,1408682,5215150,1281536
sims/1/Summary4590,sims/1/config.la.1.3-het3-53,1.3,1,het3,1,-1,327443,0.02952,0.0247222,0.0580576,0.0215863,0.022397,0.0151707,22070,178,2298011,0,725340,2460194,1410295,5214214,1282212
sims/1/Summary4591,sims/1/config.la.1.3-het3-54,1.3,1,het3,1,-1,272219,0.0245412,0.0201689,0.0480987,0.0180101,0.0187066,0.0126997,19293,178,2299319,0,724086,2461707,1408155,5214256,1284121
sims/1/Summary4592,sims/1/config.la.1.3-het3-56,1.3,1,het3,1,-1,403160,0.0363459,0.0305823,0.0710602,0.0263916,0.0277274,0.0189189,23729,178,2298002,0,724734,2462516,1406468,5215807,1282791
sims/1/Summary4593,sims/1/config.la.1.3-het3-55,1.3,1,het3,1,-1,274104,0.0247112,0.0200574,0.0483694,0.0181357,0.0188544,0.0129859,18096,178,2297982,0,726167,2460479,1409376,5215427,1280854
sims/1/Summary4594,sims/1/config.la.1.3-het3-59,1.3,1,het3,1,-1,314890,0.0283885,0.0232927,0.0555248,0.0206081,0.0216907,0.0149971,19740,178,2297023,0,726021,2460073,1410564,5214176,1281317
sims/1/Summary4595,sims/1/config.la.1.3-het3-58,1.3,1,het3,1,-1,293140,0.0264275,0.0219072,0.051397,0.0193396,0.0203189,0.0137138,19281,178,2296798,0,724831,2460514,1409650,5213284,1283966
sims/1/Summary4596,sims/1/config.la.1.3-het3-57,1.3,1,het3,1,-1,363151,0.0327391,0.0273574,0.0639995,0.0239501,0.0250228,0.0169309,23014,178,2295868,0,725543,2457940,1410894,5213718,1284163
sims/1/Summary4597,sims/1/config.la.1.3-het3-61,1.3,1,het3,1,-1,367869,0.0331643,0.0278306,0.0648638,0.0240029,0.0253379,0.0172148,23385,178,2298942,0,724022,2461957,1409953,5213541,1282851
sims/1/Summary4598,sims/1/config.la.1.3-het3-64,1.3,1,het3,1,-1,308570,0.0278184,0.0231841,0.054271,0.0204389,0.0212685,0.0144428,19631,178,2294300,0,724633,2459802,1410155,5216587,1281125
sims/1/Summary4599,sims/1/config.la.1.3-het3-62,1.3,1,het3,1,-1,378890,0.0341582,0.0283053,0.0668115,0.0251464,0.0260649,0.0177816,22857,178,2298165,0,724810,2456537,1409743,5215176,1285937
sims/1/Summary46,sims/1/config.la.1.2-het10-20,1.2,1,het10,1,-1,7138,0.000643511,0.000695364,0.000909817,0.000600066,0.000575431,0.000427831,170,170,3155944,0,724800,2460935,1409845,5213484,1283216
sims/1/Summary460,sims/1/config.la.1.3-het10-16,1.3,1,het10,1,-1,19651,0.0017716,0.00163634,0.00269329,0.00153523,0.00157805,0.00112668,585,143,3159587,0,726010,2460191,1406953,5216565,1282524
sims/1/Summary4600,sims/1/config.la.1.3-het3-65,1.3,1,het3,1,-1,316494,0.028533,0.0235149,0.0559879,0.0207746,0.0216714,0.0150672,20508,178,2299923,0,724518,2462409,1408404,5215303,1281588
sims/1/Summary4601,sims/1/config.la.1.3-het3-66,1.3,1,het3,1,-1,367588,0.0331391,0.0270036,0.0648814,0.0240588,0.025353,0.0173478,22875,178,2299476,0,724682,2460429,1411292,5214145,1281720
sims/1/Summary4602,sims/1/config.la.1.3-het3-67,1.3,1,het3,1,-1,282449,0.0254634,0.0212004,0.049942,0.0184495,0.0193941,0.0133638,18255,178,2297353,0,725551,2457650,1410173,5216838,1282125
sims/1/Summary4603,sims/1/config.la.1.3-het3-68,1.3,1,het3,1,-1,306129,0.0275985,0.0228182,0.0539836,0.0203014,0.0210582,0.0142237,19760,178,2298491,0,724247,2462435,1410198,5216872,1278499
sims/1/Summary4604,sims/1/config.la.1.3-het3-69,1.3,1,het3,1,-1,319435,0.0287981,0.0239933,0.056412,0.0209709,0.0219694,0.0149137,20828,178,2300174,0,726244,2460113,1410094,5213205,1282578
sims/1/Summary4605,sims/1/config.la.1.3-het3-70,1.3,1,het3,1,-1,306074,0.0275935,0.0228385,0.0540427,0.0200701,0.0210393,0.0143649,20017,178,2298660,0,726011,2463793,1409561,5211445,1281458
sims/1/Summary4606,sims/1/config.la.1.3-het3-71,1.3,1,het3,1,-1,328608,0.0296251,0.0246777,0.0576799,0.021578,0.0227005,0.0156233,20582,178,2298010,0,723772,2459679,1408103,5217715,1282958
sims/1/Summary4607,sims/1/config.la.1.3-het3-72,1.3,1,het3,1,-1,269744,0.0243183,0.020183,0.0476375,0.0179269,0.0185364,0.0124729,18308,178,2298942,0,726007,2459573,1409111,5214601,1282940
sims/1/Summary4608,sims/1/config.la.1.3-het3-73,1.3,1,het3,1,-1,383084,0.0345359,0.0285902,0.0678776,0.0248813,0.0263125,0.0179662,24100,178,2296238,0,724618,2460622,1410097,5216035,1280960
sims/1/Summary4609,sims/1/config.la.1.3-het3-75,1.3,1,het3,1,-1,338148,0.030485,0.0250771,0.0594816,0.0223586,0.0233243,0.0159653,20949,178,2298117,0,724764,2460677,1409704,5212768,1284350
sims/1/Summary461,sims/1/config.la.1.3-het10-17,1.3,1,het10,1,-1,18522,0.00166983,0.00155581,0.00239006,0.00157593,0.00150844,0.0011122,565,178,3159235,0,725025,2461026,1410598,5210680,1284838
sims/1/Summary4610,sims/1/config.la.1.3-het3-76,1.3,1,het3,1,-1,308935,0.0278513,0.0235637,0.0543319,0.020298,0.0213004,0.0144103,20652,178,2298893,0,725481,2460229,1409447,5215629,1281513
sims/1/Summary4611,sims/1/config.la.1.3-het3-77,1.3,1,het3,1,-1,345139,0.0311154,0.0256966,0.0610286,0.0228264,0.0237029,0.01602,22314,178,2298521,0,726167,2460763,1408328,5215891,1281088
sims/1/Summary4612,sims/1/config.la.1.3-het3-74,1.3,1,het3,1,-1,327265,0.0295039,0.0245149,0.0575177,0.0216258,0.0225486,0.0155264,21355,178,2297893,0,725435,2460096,1408963,5215583,1282203
sims/1/Summary4613,sims/1/config.la.1.3-het3-78,1.3,1,het3,1,-1,378869,0.0341561,0.0286046,0.0667753,0.0250202,0.0260451,0.0177504,23263,178,2297164,0,726281,2460311,1409543,5211729,1284424
sims/1/Summary4614,sims/1/config.la.1.3-het3-79,1.3,1,het3,1,-1,274690,0.0247641,0.0202298,0.0487296,0.0181227,0.0188006,0.0129239,18063,178,2297218,0,725316,2459328,1410330,5214727,1282583
sims/1/Summary4615,sims/1/config.la.1.3-het3-80,1.3,1,het3,1,-1,315570,0.0284494,0.0235455,0.0557637,0.0207921,0.0217169,0.0146333,20767,178,2299027,0,724256,2459968,1408519,5215387,1284192
sims/1/Summary4616,sims/1/config.la.1.3-het3-81,1.3,1,het3,1,-1,339869,0.0306398,0.0255368,0.059789,0.022322,0.0234505,0.0159507,21711,178,2297597,0,726285,2461073,1409015,5214693,1281323
sims/1/Summary4617,sims/1/config.la.1.3-het3-82,1.3,1,het3,1,-1,345937,0.0311874,0.0256612,0.0608801,0.0228512,0.0238902,0.0162562,22243,178,2296185,0,726700,2457979,1408634,5214941,1283940
sims/1/Summary4618,sims/1/config.la.1.3-het3-83,1.3,1,het3,1,-1,322319,0.0290579,0.0239522,0.0569199,0.021018,0.0222324,0.0151267,21304,178,2297793,0,725694,2459068,1409744,5213596,1284217
sims/1/Summary4619,sims/1/config.la.1.3-het3-84,1.3,1,het3,1,-1,330740,0.0298172,0.0248245,0.058382,0.0216696,0.0227548,0.0155565,21288,178,2296059,0,725977,2458602,1410271,5215610,1281779
sims/1/Summary462,sims/1/config.la.1.3-het10-2,1.3,1,het10,1,-1,21692,0.0019556,0.00181105,0.00288476,0.0017668,0.00177576,0.00119263,682,168,3157555,0,726100,2461560,1407628,5214104,1282874
sims/1/Summary4620,sims/1/config.la.1.3-het3-85,1.3,1,het3,1,-1,340603,0.0307063,0.0254054,0.0602858,0.0222145,0.0233962,0.0159579,21527,178,2299262,0,726146,2461872,1410117,5213669,1280498
sims/1/Summary4621,sims/1/config.la.1.3-het3-86,1.3,1,het3,1,-1,332988,0.0300197,0.02463,0.0589035,0.0217471,0.0229878,0.0153885,21980,178,2301572,0,725539,2458650,1410074,5215596,1282452
sims/1/Summary4622,sims/1/config.la.1.3-het3-87,1.3,1,het3,1,-1,278968,0.0251499,0.0209116,0.049141,0.0185251,0.0192001,0.0129945,18451,178,2297772,0,724575,2460734,1406904,5215536,1284469
sims/1/Summary4623,sims/1/config.la.1.3-het3-88,1.3,1,het3,1,-1,306359,0.0276192,0.0228489,0.0541862,0.0200499,0.0210875,0.0142087,20437,178,2298773,0,725244,2461330,1407741,5213934,1284000
sims/1/Summary4624,sims/1/config.la.1.3-het3-89,1.3,1,het3,1,-1,359212,0.0323841,0.027198,0.0632515,0.023611,0.0247289,0.0168465,23115,178,2298197,0,725567,2461112,1411078,5211948,1282518
sims/1/Summary4625,sims/1/config.la.1.3-het3-90,1.3,1,het3,1,-1,385694,0.0347713,0.0293212,0.0678594,0.0258257,0.026444,0.0180048,24314,178,2296373,0,724630,2462400,1408867,5213546,1282878
sims/1/Summary4626,sims/1/config.la.1.3-het3-91,1.3,1,het3,1,-1,339753,0.0306298,0.0252137,0.0599283,0.0223843,0.0233982,0.0159569,22088,178,2299760,0,724606,2460657,1409780,5212539,1284645
sims/1/Summary4627,sims/1/config.la.1.3-het3-94,1.3,1,het3,1,-1,374768,0.0337865,0.0283532,0.0662992,0.0245099,0.0257236,0.017511,23606,178,2298132,0,725422,2459275,1407676,5215258,1284619
sims/1/Summary4628,sims/1/config.la.1.3-het3-93,1.3,1,het3,1,-1,359111,0.032375,0.0272592,0.062996,0.0237107,0.0247366,0.0170969,23434,178,2299603,0,725627,2460172,1410294,5215750,1280405
sims/1/Summary4629,sims/1/config.la.1.3-het3-95,1.3,1,het3,1,-1,356157,0.0321084,0.0266799,0.0628616,0.0234631,0.0245425,0.0164365,22264,178,2298241,0,724779,2460914,1408295,5214625,1283726
sims/1/Summary463,sims/1/config.la.1.3-het10-18,1.3,1,het10,1,-1,17981,0.00162106,0.00144488,0.00241733,0.00145529,0.00145304,0.00105622,565,142,3158928,0,726011,2462634,1407278,5215256,1280979
sims/1/Summary4630,sims/1/config.la.1.3-het3-96,1.3,1,het3,1,-1,317938,0.0286631,0.023589,0.0560836,0.0208671,0.0219396,0.0148513,21349,178,2297463,0,724746,2460275,1407764,5214186,1285273
sims/1/Summary4631,sims/1/config.la.1.3-het3-97,1.3,1,het3,1,-1,325731,0.0293658,0.0242652,0.0572917,0.0216077,0.0224533,0.0153768,21321,178,2297584,0,725731,2457999,1409126,5215988,1283359
sims/1/Summary4632,sims/1/config.la.1.3-het3-98,1.3,1,het3,1,-1,312749,0.0281953,0.0233854,0.0550548,0.0204537,0.0215627,0.0148301,20477,178,2296818,0,725839,2461604,1408107,5214093,1282593
sims/1/Summary4633,sims/1/config.la.1.3-het3-99,1.3,1,het3,1,-1,258728,0.023325,0.0190806,0.0457254,0.0170536,0.0177854,0.0121682,18140,178,2297380,0,725815,2460582,1411077,5211464,1283347
sims/1/Summary4634,sims/1/config.la.1.3-het4-100,1.3,1,het4,1,-1,225616,0.0203399,0.0169963,0.038943,0.01523,0.0157956,0.010645,14427,178,2420919,0,724921,2460057,1410246,5213727,1283321
sims/1/Summary4635,sims/1/config.la.1.3-het4-22,1.3,1,het4,1,-1,219300,0.0197706,0.016681,0.037748,0.0146031,0.015425,0.0103875,13548,178,2421860,0,724177,2460027,1408744,5216014,1283277
sims/1/Summary4636,sims/1/config.la.1.3-het4-23,1.3,1,het4,1,-1,258402,0.0232956,0.0196233,0.0444083,0.0174092,0.0181677,0.0121779,14367,178,2420769,0,725158,2461024,1408910,5214146,1283063
sims/1/Summary4637,sims/1/config.la.1.3-het4-24,1.3,1,het4,1,-1,192382,0.0173438,0.0147129,0.0330976,0.0130548,0.0134556,0.00912906,11127,178,2421262,0,724806,2460900,1408749,5213799,1284031
sims/1/Summary4638,sims/1/config.la.1.3-het4-26,1.3,1,het4,1,-1,177521,0.016004,0.0133272,0.0305809,0.0118864,0.0124977,0.00830319,11236,178,2421376,0,725583,2462323,1406229,5216567,1281556
sims/1/Summary4639,sims/1/config.la.1.3-het4-25,1.3,1,het4,1,-1,205598,0.0185354,0.0157553,0.0354518,0.0137756,0.0144087,0.00968763,12452,178,2419790,0,725468,2459310,1408727,5214482,1284215
sims/1/Summary464,sims/1/config.la.1.3-het10-19,1.3,1,het10,1,-1,14376,0.00129604,0.00119401,0.00189088,0.00118586,0.00117815,0.00081334,419,134,3158462,0,725287,2459702,1409947,5214974,1282367
sims/1/Summary4640,sims/1/config.la.1.3-het4-27,1.3,1,het4,1,-1,190743,0.017196,0.0145696,0.0328766,0.0127269,0.0133692,0.00907559,11236,178,2421595,0,724455,2460107,1408828,5216227,1282671
sims/1/Summary4641,sims/1/config.la.1.3-het4-28,1.3,1,het4,1,-1,207408,0.0186983,0.0153974,0.0357497,0.0139324,0.0145701,0.00987178,12031,178,2422966,0,725448,2460664,1408660,5214912,1282646
sims/1/Summary4642,sims/1/config.la.1.3-het4-29,1.3,1,het4,1,-1,180264,0.0162511,0.013665,0.0310365,0.0121036,0.0126917,0.00838835,11326,178,2420122,0,724917,2460069,1409171,5214688,1283566
sims/1/Summary4643,sims/1/config.la.1.3-het4-30,1.3,1,het4,1,-1,219034,0.0197465,0.0167024,0.0375939,0.0148518,0.0153723,0.0104247,13540,178,2420965,0,725884,2459524,1407976,5212043,1286842
sims/1/Summary4644,sims/1/config.la.1.3-het4-32,1.3,1,het4,1,-1,246168,0.0221926,0.0184523,0.0423186,0.0167582,0.0172667,0.0116824,14557,178,2423320,0,725492,2461710,1407966,5212342,1284843
sims/1/Summary4645,sims/1/config.la.1.3-het4-31,1.3,1,het4,1,-1,229154,0.0206588,0.0173275,0.0393912,0.0154921,0.0161069,0.010827,12864,178,2419931,0,726764,2458698,1411110,5212107,1283641
sims/1/Summary4646,sims/1/config.la.1.3-het4-33,1.3,1,het4,1,-1,211027,0.0190247,0.0162493,0.0361339,0.0143051,0.0148155,0.010056,12902,178,2422278,0,725386,2461401,1408306,5214476,1282717
sims/1/Summary4647,sims/1/config.la.1.3-het4-34,1.3,1,het4,1,-1,233468,0.0210479,0.0176423,0.0400352,0.0157549,0.0163918,0.0112791,13004,178,2421138,0,725472,2461010,1408581,5216007,1281131
sims/1/Summary4648,sims/1/config.la.1.3-het4-35,1.3,1,het4,1,-1,193028,0.017402,0.0148943,0.0332753,0.0130672,0.0134183,0.00937681,12038,178,2421037,0,727124,2457526,1408491,5215133,1284019
sims/1/Summary4649,sims/1/config.la.1.3-het4-37,1.3,1,het4,1,-1,230276,0.02076,0.0174716,0.0397587,0.015502,0.0160747,0.0109755,13814,178,2421493,0,723404,2461750,1410592,5214707,1281855
sims/1/Summary465,sims/1/config.la.1.3-het10-4,1.3,1,het10,1,-1,20516,0.00184958,0.00176667,0.00276014,0.00167666,0.00164385,0.00117864,633,177,3158832,0,723960,2458570,1409353,5215807,1284534
sims/1/Summary4650,sims/1/config.la.1.3-het4-36,1.3,1,het4,1,-1,234638,0.0211533,0.0177498,0.0401134,0.0159262,0.0165528,0.0111712,13808,178,2420780,0,724626,2459529,1409309,5216231,1282584
sims/1/Summary4651,sims/1/config.la.1.3-het4-41,1.3,1,het4,1,-1,206840,0.0186471,0.01565,0.0355805,0.0139775,0.0144843,0.00989303,12563,178,2422106,0,725942,2461490,1407686,5215291,1281912
sims/1/Summary4652,sims/1/config.la.1.3-het4-39,1.3,1,het4,1,-1,204402,0.0184274,0.01541,0.0352417,0.0139616,0.0142457,0.00977476,12688,178,2421032,0,725307,2461204,1411011,5212166,1282589
sims/1/Summary4653,sims/1/config.la.1.3-het4-43,1.3,1,het4,1,-1,232818,0.0209891,0.017752,0.0400873,0.0157594,0.0162876,0.0110785,14079,178,2421461,0,725156,2458760,1412296,5213115,1283028
sims/1/Summary4654,sims/1/config.la.1.3-het4-44,1.3,1,het4,1,-1,224493,0.0202387,0.0169398,0.0384967,0.0151427,0.0158163,0.0106767,13206,178,2419302,0,725509,2459564,1410447,5213599,1283168
sims/1/Summary4655,sims/1/config.la.1.3-het4-42,1.3,1,het4,1,-1,238437,0.0214957,0.0182157,0.0413124,0.0158005,0.0166659,0.011244,14509,178,2419695,0,726296,2459626,1407863,5215803,1282729
sims/1/Summary4656,sims/1/config.la.1.3-het4-45,1.3,1,het4,1,-1,228756,0.020623,0.0170577,0.0392912,0.0156088,0.0160802,0.0108123,13440,178,2421076,0,724249,2460477,1409010,5214616,1283906
sims/1/Summary4657,sims/1/config.la.1.3-het4-46,1.3,1,het4,1,-1,206506,0.0186171,0.0156139,0.0354376,0.0138854,0.0145424,0.00984979,11803,178,2420611,0,726404,2458207,1410479,5214630,1282565
sims/1/Summary4658,sims/1/config.la.1.3-het4-49,1.3,1,het4,1,-1,209325,0.0188713,0.0158542,0.0360739,0.0141118,0.0146484,0.00999877,12772,178,2421343,0,723844,2460115,1409531,5211768,1286958
sims/1/Summary4659,sims/1/config.la.1.3-het4-50,1.3,1,het4,1,-1,225793,0.0203559,0.0172157,0.0391018,0.0150577,0.0157318,0.0108081,13586,178,2421739,0,726199,2459529,1410774,5213398,1282369
sims/1/Summary466,sims/1/config.la.1.3-het10-20,1.3,1,het10,1,-1,20555,0.00185309,0.00166529,0.00279447,0.00165125,0.00166511,0.00113932,646,173,3155944,0,724800,2460935,1409845,5213484,1283216
sims/1/Summary4660,sims/1/config.la.1.3-het4-48,1.3,1,het4,1,-1,198866,0.0179283,0.0154113,0.0341989,0.0132571,0.0139259,0.00954668,12081,178,2421294,0,723819,2460988,1407016,5214976,1285473
sims/1/Summary4661,sims/1/config.la.1.3-het4-52,1.3,1,het4,1,-1,220173,0.0198493,0.0168651,0.0379887,0.0147519,0.015412,0.0104107,13873,178,2420779,0,724690,2458968,1410936,5214455,1283202
sims/1/Summary4662,sims/1/config.la.1.3-het4-53,1.3,1,het4,1,-1,188716,0.0170133,0.0141892,0.0323288,0.0129065,0.0132693,0.00896732,11469,178,2420378,0,725340,2460194,1410295,5214214,1282212
sims/1/Summary4663,sims/1/config.la.1.3-het4-57,1.3,1,het4,1,-1,214328,0.0193223,0.0162003,0.0368687,0.0144653,0.0150242,0.0102884,12670,178,2418681,0,725543,2457940,1410894,5213718,1284163
sims/1/Summary4664,sims/1/config.la.1.3-het4-55,1.3,1,het4,1,-1,156461,0.0141054,0.0118458,0.026883,0.0105359,0.0109815,0.00748875,10020,178,2421040,0,726167,2460479,1409376,5215427,1280854
sims/1/Summary4665,sims/1/config.la.1.3-het4-56,1.3,1,het4,1,-1,220223,0.0198537,0.0166392,0.0380452,0.0147611,0.0153685,0.0105684,12964,178,2421078,0,724734,2462516,1406468,5215807,1282791
sims/1/Summary4666,sims/1/config.la.1.3-het4-58,1.3,1,het4,1,-1,214570,0.0193441,0.0165818,0.0368964,0.0144539,0.0150097,0.0102355,13470,178,2419707,0,724831,2460514,1409650,5213284,1283966
sims/1/Summary4667,sims/1/config.la.1.3-het4-59,1.3,1,het4,1,-1,226267,0.0203988,0.017286,0.0388265,0.0151741,0.0159068,0.0108139,13655,178,2420497,0,726021,2460073,1410564,5214176,1281317
sims/1/Summary4668,sims/1/config.la.1.3-het4-65,1.3,1,het4,1,-1,211376,0.0190562,0.0162273,0.0364631,0.0141799,0.0147738,0.00999619,12463,178,2423251,0,724518,2462409,1408404,5215303,1281588
sims/1/Summary4669,sims/1/config.la.1.3-het4-66,1.3,1,het4,1,-1,199190,0.0179576,0.0152881,0.0344094,0.0134267,0.013879,0.00946619,12011,178,2422707,0,724682,2460429,1411292,5214145,1281720
sims/1/Summary467,sims/1/config.la.1.3-het10-5,1.3,1,het10,1,-1,15577,0.00140431,0.00134334,0.00205139,0.00129252,0.00125581,0.000926192,414,178,3155470,0,725059,2458331,1410423,5212574,1285911
sims/1/Summary4670,sims/1/config.la.1.3-het4-63,1.3,1,het4,1,-1,256863,0.023157,0.0199154,0.0439491,0.0176924,0.0179384,0.0123311,14767,178,2423865,0,726775,2460096,1409867,5212663,1282857
sims/1/Summary4671,sims/1/config.la.1.3-het4-62,1.3,1,het4,1,-1,206731,0.0186375,0.0158055,0.0355346,0.0139181,0.0144919,0.00994139,12028,178,2421400,0,724810,2456537,1409743,5215176,1285937
sims/1/Summary4672,sims/1/config.la.1.3-het4-64,1.3,1,het4,1,-1,190221,0.0171489,0.014468,0.0326486,0.0128376,0.0133796,0.00899912,12126,178,2416878,0,724633,2459802,1410155,5216587,1281125
sims/1/Summary4673,sims/1/config.la.1.3-het4-61,1.3,1,het4,1,-1,196071,0.0176763,0.0147413,0.0336817,0.0134189,0.0137175,0.00938379,11926,178,2422131,0,724022,2461957,1409953,5213541,1282851
sims/1/Summary4674,sims/1/config.la.1.3-het4-67,1.3,1,het4,1,-1,177334,0.0159871,0.0133237,0.0306756,0.0120503,0.0123699,0.00838608,11426,178,2420420,0,725551,2457650,1410173,5216838,1282125
sims/1/Summary4675,sims/1/config.la.1.3-het4-68,1.3,1,het4,1,-1,214599,0.0193467,0.0163259,0.0367595,0.0144441,0.0151115,0.0102096,12839,178,2421551,0,724247,2462435,1410198,5216872,1278499
sims/1/Summary4676,sims/1/config.la.1.3-het4-70,1.3,1,het4,1,-1,208433,0.0187908,0.0159584,0.0360777,0.0139079,0.0145558,0.00975295,13155,178,2421604,0,726011,2463793,1409561,5211445,1281458
sims/1/Summary4677,sims/1/config.la.1.3-het4-69,1.3,1,het4,1,-1,202688,0.018273,0.0154686,0.034724,0.0136842,0.0142601,0.00966179,12229,178,2423002,0,726244,2460113,1410094,5213205,1282578
sims/1/Summary4678,sims/1/config.la.1.3-het4-71,1.3,1,het4,1,-1,198135,0.0178625,0.01506,0.0338548,0.0134926,0.0139624,0.00944068,12173,178,2421165,0,723772,2459679,1408103,5217715,1282958
sims/1/Summary4679,sims/1/config.la.1.3-het4-72,1.3,1,het4,1,-1,188661,0.0170084,0.0146982,0.0323085,0.0127648,0.0132248,0.00902303,11179,178,2421639,0,726007,2459573,1409111,5214601,1282940
sims/1/Summary468,sims/1/config.la.1.3-het10-9,1.3,1,het10,1,-1,18464,0.0016646,0.00159833,0.00246904,0.00153002,0.00149642,0.000990626,561,173,3158248,0,725131,2460466,1409134,5214429,1283027
sims/1/Summary4680,sims/1/config.la.1.3-het4-73,1.3,1,het4,1,-1,191272,0.0172436,0.0143524,0.0329575,0.0127849,0.0134437,0.00907522,12279,178,2419364,0,724618,2460622,1410097,5216035,1280960
sims/1/Summary4681,sims/1/config.la.1.3-het4-74,1.3,1,het4,1,-1,189159,0.0170532,0.014328,0.0325979,0.0127917,0.0132091,0.00908982,11577,178,2421174,0,725435,2460096,1408963,5215583,1282203
sims/1/Summary4682,sims/1/config.la.1.3-het4-75,1.3,1,het4,1,-1,193897,0.0174804,0.0149193,0.0332165,0.0129751,0.0136365,0.009323,12152,178,2421031,0,724764,2460677,1409704,5212768,1284350
sims/1/Summary4683,sims/1/config.la.1.3-het4-77,1.3,1,het4,1,-1,210093,0.0189405,0.0155791,0.0362737,0.0141494,0.0146794,0.0101679,12492,178,2421139,0,726167,2460763,1408328,5215891,1281088
sims/1/Summary4684,sims/1/config.la.1.3-het4-76,1.3,1,het4,1,-1,199703,0.0180038,0.0151114,0.0344537,0.0135308,0.0139347,0.00954107,12440,178,2422282,0,725481,2460229,1409447,5215629,1281513
sims/1/Summary4685,sims/1/config.la.1.3-het4-78,1.3,1,het4,1,-1,197860,0.0178376,0.0151099,0.0339461,0.0134363,0.0138954,0.00935049,12250,178,2420199,0,726281,2460311,1409543,5211729,1284424
sims/1/Summary4686,sims/1/config.la.1.3-het4-79,1.3,1,het4,1,-1,251358,0.0226606,0.0190607,0.0432549,0.0170336,0.0176049,0.0119501,15234,178,2420571,0,725316,2459328,1410330,5214727,1282583
sims/1/Summary4687,sims/1/config.la.1.3-het4-82,1.3,1,het4,1,-1,260813,0.0235132,0.0199257,0.0446346,0.0177903,0.0183469,0.0123713,14819,178,2418796,0,726700,2457979,1408634,5214941,1283940
sims/1/Summary4688,sims/1/config.la.1.3-het4-83,1.3,1,het4,1,-1,183155,0.0165119,0.0139439,0.0315925,0.0123299,0.0128075,0.00871582,11461,178,2420584,0,725694,2459068,1409744,5213596,1284217
sims/1/Summary4689,sims/1/config.la.1.3-het4-86,1.3,1,het4,1,-1,200862,0.0181082,0.0151598,0.0344811,0.0134745,0.0141449,0.00960036,12668,178,2424261,0,725539,2458650,1410074,5215596,1282452
sims/1/Summary469,sims/1/config.la.1.3-het10-6,1.3,1,het10,1,-1,17837,0.00160806,0.00155801,0.00235319,0.00143048,0.0014598,0.0010026,583,174,3161302,0,725282,2462191,1410016,5215103,1279675
