r,scenario,attack0,attack1,attack2,attack3,attack4
1.3,het9,0.001995590,0.003208130,0.001767510,0.001791100,0.001070250
1.3,het9,0.001798440,0.003245790,0.001730580,0.001727250,0.001118690
1.3,het9,0.002221200,0.003919270,0.001986500,0.002030260,0.001191710
1.3,het9,0.002215210,0.003741320,0.001968830,0.002051680,0.001237900
1.3,het9,0.002525060,0.004154900,0.002243930,0.002215970,0.001324990
1.3,het9,0.002310800,0.003856560,0.002077240,0.002056940,0.001275440
1.3,het9,0.002112280,0.003274590,0.001941920,0.001935400,0.001093410
1.3,het9,0.002228520,0.003633880,0.002027000,0.001991030,0.001228630
1.3,het9,0.002082590,0.003640680,0.001979550,0.001952200,0.001159490
1.3,hom0,0.013544600,0.039072800,0.013357300,0.013760400,0.006593770
1.3,hom0,0.017417700,0.049753800,0.016866700,0.017314600,0.008523050
1.3,hom0,0.014785300,0.042120000,0.014537900,0.014938600,0.007171470
1.3,hom0,0.018391700,0.052915300,0.018155300,0.018446700,0.009074070
1.3,hom0,0.017579300,0.049974100,0.017152300,0.017611100,0.008375390
1.3,hom0,0.018334900,0.053350000,0.018394100,0.018668100,0.008988220
1.3,hom0,0.016013900,0.045101800,0.015427000,0.015823900,0.007623270
1.3,hom0,0.017629200,0.050063700,0.016976700,0.017535300,0.008484780
1.3,hom0,0.017857500,0.050975700,0.017645600,0.017890400,0.008655310
1.3,hom0,0.019465800,0.055732000,0.018888900,0.019412000,0.009381010
1.3,hom1,0.010781900,0.029415600,0.010570500,0.010816500,0.005091680
1.3,hom1,0.009091030,0.025268500,0.009048560,0.009263140,0.004481340
1.3,hom1,0.010499500,0.028875800,0.010504700,0.010581300,0.005031100
1.3,hom1,0.011254800,0.030941200,0.011278200,0.011361400,0.005529630
1.3,hom1,0.010662100,0.029212200,0.010469400,0.010778900,0.005056750
1.3,hom1,0.009894370,0.027129800,0.009701340,0.009837370,0.004854920
1.3,hom1,0.008542680,0.023876200,0.008564900,0.008577430,0.004182640
1.3,hom1,0.010216200,0.028255700,0.010058800,0.010294100,0.005115760
1.3,hom1,0.013910600,0.037833100,0.013552300,0.013872900,0.006657690
1.3,hom1,0.010754900,0.029487800,0.010639500,0.010869400,0.005169570
1.3,hom10,0.000388762,0.000332743,0.000437458,0.000413007,0.000215921
1.3,hom10,0.000340174,0.000310779,0.000412751,0.000359985,0.000203449
1.3,hom10,0.000319042,0.000282110,0.000380157,0.000394710,0.000198873
1.3,hom10,0.000397812,0.000336781,0.000457657,0.000429847,0.000213307
1.3,hom10,0.000387555,0.000335594,0.000424695,0.000429346,0.000229409
1.3,hom10,0.000388814,0.000330600,0.000436165,0.000392706,0.000220368
1.3,hom10,0.000422508,0.000319753,0.000447685,0.000403617,0.000230466
1.3,hom10,0.000354709,0.000311404,0.000401585,0.000385182,0.000224860
1.3,hom10,0.000414019,0.000388056,0.000470359,0.000443951,0.000233882
1.3,hom10,0.000402686,0.000300756,0.000453470,0.000391414,0.000195631
1.3,hom11,0.000323237,0.000250976,0.000373166,0.000355736,0.000186326
1.3,hom11,0.000330861,0.000263184,0.000400649,0.000352006,0.000204228
1.3,hom11,0.000319515,0.000234810,0.000422697,0.000378780,0.000199552
1.3,hom11,0.000368549,0.000250764,0.000414201,0.000393560,0.000192634
1.3,hom11,0.000333733,0.000223128,0.000447793,0.000383359,0.000202646
1.3,hom11,0.000385074,0.000282540,0.000431437,0.000380772,0.000217080
1.3,hom11,0.000320460,0.000235503,0.000382445,0.000348364,0.000196180
1.3,hom11,0.000322732,0.000214780,0.000348832,0.000343976,0.000178084
1.3,hom11,0.000319876,0.000251808,0.000421981,0.000348028,0.000199269
1.3,hom11,0.000313429,0.000228743,0.000408663,0.000374842,0.000194650
1.3,hom2,0.006046000,0.016162500,0.006309910,0.006390360,0.003080580
1.3,hom2,0.006127780,0.015554900,0.005998200,0.006182550,0.002922440
1.3,hom2,0.005631180,0.013759500,0.005404690,0.005600570,0.002677310
1.3,hom2,0.005475780,0.013961900,0.005497460,0.005581700,0.002687300
1.3,hom2,0.004949170,0.012481200,0.004982430,0.005008810,0.002474050
1.3,hom2,0.005546110,0.014267100,0.005375390,0.005591890,0.002686740
1.3,hom2,0.005022870,0.012850700,0.005035400,0.005148510,0.002534240
1.3,hom2,0.005875080,0.015195000,0.005995140,0.006019530,0.002811520
1.3,hom2,0.005796190,0.014972400,0.005863180,0.005823840,0.002839380
1.3,hom2,0.004226750,0.010679100,0.004296710,0.004302530,0.002096070
1.3,hom3,0.002984440,0.007247440,0.003095280,0.003062270,0.001514570
1.3,hom3,0.003195140,0.007750960,0.003258880,0.003350450,0.001629260
1.3,hom3,0.004059960,0.009879840,0.004247290,0.004164980,0.001914220
1.3,hom3,0.003742680,0.008707270,0.003740880,0.003751430,0.001793880
1.3,hom3,0.003820070,0.009227300,0.003935000,0.003850960,0.001929260
1.3,hom3,0.003052650,0.007414880,0.003138320,0.003187230,0.001563990
1.3,hom3,0.003217930,0.007665410,0.003302970,0.003246630,0.001543410
1.3,hom3,0.003201120,0.007228070,0.003011860,0.003080630,0.001566200
1.3,hom3,0.002603130,0.006144930,0.002666640,0.002654980,0.001359720
1.3,hom3,0.003341410,0.008001130,0.003374310,0.003383930,0.001608590
1.3,hom4,0.002140950,0.004732840,0.002212060,0.002201620,0.001082720
1.3,hom4,0.002337140,0.005190200,0.002421800,0.002411920,0.001140410
1.3,hom4,0.001804820,0.003812460,0.001808490,0.001763150,0.000854905
1.3,hom4,0.002279610,0.005057130,0.002354780,0.002297580,0.001118850
1.3,hom4,0.002072850,0.004497630,0.002121940,0.002102960,0.000958916
1.3,hom4,0.001890880,0.004050490,0.001973130,0.001906460,0.000940553
1.3,hom4,0.001933810,0.004147940,0.001900160,0.001871810,0.000959103
1.3,hom4,0.001943290,0.004230920,0.001910070,0.001958530,0.000939412
1.3,hom4,0.002119970,0.004993040,0.002126620,0.002229990,0.001088510
1.3,hom4,0.002028600,0.004273580,0.002102000,0.001989290,0.000973479
1.3,hom5,0.001292310,0.002694510,0.001416600,0.001405830,0.000639236
1.3,hom5,0.001516650,0.002907570,0.001521260,0.001497190,0.000725966
1.3,hom5,0.001426310,0.002818050,0.001445930,0.001373520,0.000682053
1.3,hom5,0.001462130,0.002794090,0.001452230,0.001428700,0.000684495
1.3,hom5,0.001388200,0.002975310,0.001475850,0.001529200,0.000775378
1.3,hom5,0.001157980,0.002312770,0.001302130,0.001212680,0.000614670
1.3,hom5,0.001288040,0.002558050,0.001361120,0.001328240,0.000645349
1.3,hom5,0.001231080,0.002445940,0.001298220,0.001296190,0.000646204
1.3,hom5,0.001505300,0.003123630,0.001571440,0.001579180,0.000796649
1.3,hom5,0.001298170,0.002786090,0.001424170,0.001381770,0.000690986
1.3,hom6,0.000902080,0.001579080,0.000939169,0.000918662,0.000477054
1.3,hom6,0.000975214,0.001834120,0.001069130,0.001024830,0.000487254
1.3,hom6,0.000836803,0.001359440,0.000847309,0.000817574,0.000379616
1.3,hom6,0.000969576,0.001686920,0.001027350,0.000979363,0.000519476
1.3,hom6,0.001000990,0.001682650,0.001027650,0.000987708,0.000482935
1.3,hom6,0.000898866,0.001608110,0.000970575,0.000972977,0.000455481
1.3,hom6,0.001053390,0.001914110,0.001105010,0.001058380,0.000515510
1.3,hom6,0.001064980,0.001827080,0.001148750,0.001097820,0.000537160
1.3,hom6,0.000753585,0.001218380,0.000754126,0.000780333,0.000445052
1.3,hom6,0.001074290,0.001802500,0.001074420,0.001053420,0.000543247
1.3,hom7,0.000795026,0.001182070,0.000786060,0.000769195,0.000399159
1.3,hom7,0.000631393,0.000921754,0.000763781,0.000670250,0.000337523
1.3,hom7,0.000585319,0.000813305,0.000635111,0.000594733,0.000318036
1.3,hom7,0.000712345,0.001053130,0.000770953,0.000726927,0.000365770
1.3,hom7,0.000708603,0.001052640,0.000825201,0.000723378,0.000400924
1.3,hom7,0.000820623,0.001192680,0.000863571,0.000801907,0.000405160
1.3,hom7,0.000693523,0.001091710,0.000758857,0.000732680,0.000363374
1.3,hom7,0.000719870,0.001113200,0.000796943,0.000724528,0.000388145
1.3,hom7,0.000644809,0.000882875,0.000604481,0.000627677,0.000315333
1.3,hom7,0.000680435,0.001183010,0.000759102,0.000775540,0.000355575
1.3,hom8,0.000465501,0.000591901,0.000544178,0.000508429,0.000255676
1.3,hom8,0.000506176,0.000678082,0.000578194,0.000537918,0.000249474
1.3,hom8,0.000501942,0.000668026,0.000544702,0.000540594,0.000278422
1.3,hom8,0.000527999,0.000717552,0.000624333,0.000588722,0.000304784
1.3,hom8,0.000524891,0.000656886,0.000559831,0.000526860,0.000291935
1.3,hom8,0.000535129,0.000647594,0.000572878,0.000534285,0.000271403
1.3,hom8,0.000449480,0.000615712,0.000495030,0.000495100,0.000274288
1.3,hom8,0.000549537,0.000715076,0.000563331,0.000587968,0.000292753
1.3,hom8,0.000574160,0.000672812,0.000584252,0.000539906,0.000305001
1.3,hom8,0.000524043,0.000685642,0.000595401,0.000522588,0.000297733
1.3,hom9,0.000423556,0.000413598,0.000451082,0.000433817,0.000235528
1.3,hom9,0.000470162,0.000519050,0.000526944,0.000473624,0.000261004
1.3,hom9,0.000491546,0.000483895,0.000464712,0.000458864,0.000256159
1.3,hom9,0.000391974,0.000475644,0.000518862,0.000482579,0.000245868
1.3,hom9,0.000419235,0.000517788,0.000518049,0.000482891,0.000252528
1.3,hom9,0.000377733,0.000417352,0.000455154,0.000449838,0.000254896
1.3,hom9,0.000465501,0.000530152,0.000536363,0.000478702,0.000270486
1.3,hom9,0.000406100,0.000396165,0.000478234,0.000432340,0.000230434
1.3,hom9,0.000442723,0.000434441,0.000456601,0.000442008,0.000250406
1.3,hom9,0.000506176,0.000541408,0.000550526,0.000498605,0.000274422
1.4,base,0.263583000,0.471602000,0.208136000,0.219859000,0.170571000
1.4,base,0.262788000,0.472446000,0.207502000,0.219294000,0.170188000
1.4,base,0.263533000,0.472550000,0.207752000,0.219895000,0.170569000
1.4,base,0.264148000,0.470946000,0.207981000,0.219457000,0.170375000
1.4,base,0.263394000,0.472445000,0.207640000,0.219634000,0.170256000
1.4,base,0.263037000,0.471577000,0.207365000,0.219726000,0.170189000
1.4,base,0.262783000,0.471821000,0.207619000,0.219691000,0.170597000
1.4,base,0.264048000,0.471368000,0.207362000,0.219698000,0.170820000
1.4,base,0.263913000,0.472187000,0.207827000,0.220203000,0.170515000
1.4,base,0.263995000,0.472682000,0.208559000,0.220467000,0.170080000
1.4,het0,0.156417000,0.344436000,0.138504000,0.143057000,0.087934400
1.4,het0,0.158072000,0.346612000,0.140581000,0.144662000,0.088550000
1.4,het0,0.152536000,0.336495000,0.135107000,0.139397000,0.085061300
1.4,het0,0.159019000,0.347307000,0.140411000,0.144426000,0.088606500
1.4,het0,0.152150000,0.336291000,0.134671000,0.138891000,0.084791700
1.4,het0,0.151716000,0.336153000,0.134684000,0.138597000,0.084921100
1.4,het0,0.155839000,0.343326000,0.138354000,0.142793000,0.087582700
1.4,het0,0.156272000,0.344435000,0.138755000,0.142928000,0.087359700
1.4,het0,0.157890000,0.346366000,0.140298000,0.144255000,0.088242600
1.4,het0,0.154192000,0.341195000,0.136633000,0.140904000,0.086051400
1.4,het1,0.141587000,0.306701000,0.125301000,0.128270000,0.078346600
1.4,het1,0.138607000,0.302028000,0.122240000,0.126422000,0.076791500
1.4,het1,0.142092000,0.309951000,0.126347000,0.130017000,0.079416300
1.4,het1,0.143958000,0.313143000,0.127301000,0.131717000,0.080055500
1.4,het1,0.139347000,0.305291000,0.124315000,0.128202000,0.078064600
1.4,het1,0.142782000,0.310291000,0.126233000,0.130330000,0.078953900
1.4,het1,0.140682000,0.308284000,0.125591000,0.129317000,0.078759800
1.4,het1,0.142223000,0.310627000,0.126410000,0.130429000,0.079896400
1.4,het1,0.145110000,0.313203000,0.127720000,0.132077000,0.080675700
1.4,het1,0.147948000,0.318409000,0.131915000,0.135411000,0.082722100
1.4,het10,0.006137470,0.009664990,0.005891520,0.005876670,0.003496830
1.4,het10,0.004221230,0.006691690,0.004226760,0.004127070,0.002359610
1.4,het10,0.005174750,0.008122990,0.004802110,0.004950910,0.003061640
1.4,het10,0.004400440,0.006963460,0.004183120,0.004195390,0.002510210
1.4,het10,0.004932810,0.007589970,0.004718090,0.004756200,0.002783910
1.4,het10,0.005954790,0.009180780,0.005625440,0.005693620,0.003329630
1.4,het10,0.004086550,0.006307750,0.003903340,0.003957970,0.002322450
1.4,het10,0.006355870,0.010039200,0.006076890,0.006091170,0.003738480
1.4,het10,0.004652240,0.007140270,0.004428540,0.004397410,0.002643060
1.4,het10,0.005552320,0.008899800,0.005124760,0.005237290,0.003140640
1.4,het11,0.004181170,0.005959970,0.004057890,0.003971960,0.002354160
1.4,het11,0.003084590,0.004307110,0.002907470,0.002870200,0.001636620
1.4,het11,0.003028800,0.004400410,0.003008740,0.002841280,0.001752560
1.4,het11,0.003370650,0.005035880,0.003449400,0.003405730,0.001962000
1.4,het11,0.003154670,0.004750270,0.003005080,0.003134300,0.001836650
1.4,het11,0.003425150,0.004734400,0.003216760,0.003118850,0.001877810
1.4,het11,0.002609440,0.003654110,0.002521940,0.002454070,0.001458890
1.4,het11,0.002917730,0.003950690,0.002675340,0.002656010,0.001591140
1.4,het11,0.003184970,0.004389180,0.002970180,0.002945870,0.001845780
1.4,het11,0.003886190,0.005341260,0.003718600,0.003616890,0.002127000
1.4,het2,0.120393000,0.258261000,0.107510000,0.110829000,0.066212400
1.4,het2,0.121041000,0.258502000,0.108224000,0.111107000,0.067531100
1.4,het2,0.115230000,0.246662000,0.101734000,0.104833000,0.063457400
1.4,het2,0.112361000,0.243201000,0.100611000,0.103362000,0.062236800
1.4,het2,0.120355000,0.258556000,0.107450000,0.110483000,0.066929000
1.4,het2,0.124129000,0.263559000,0.111013000,0.114061000,0.068983800
1.4,het2,0.118269000,0.253047000,0.105071000,0.108283000,0.065453700
1.4,het2,0.120098000,0.257857000,0.107099000,0.110508000,0.066829600
1.4,het2,0.110274000,0.241935000,0.098719400,0.101911000,0.061560900
1.4,het2,0.122481000,0.261028000,0.109129000,0.112288000,0.067570700
1.4,het3,0.096074400,0.204968000,0.085694900,0.088706500,0.052975900
1.4,het3,0.097683100,0.207320000,0.087574400,0.090039000,0.054185700
1.4,het3,0.088611000,0.190630000,0.078655000,0.081500900,0.049018600
1.4,het3,0.102480000,0.217728000,0.091832100,0.094912100,0.057028100
1.4,het3,0.101008000,0.214111000,0.090597600,0.093364100,0.056077900
1.4,het3,0.098067800,0.207036000,0.087552300,0.089800100,0.054215000
1.4,het3,0.099154500,0.210294000,0.088723800,0.091430000,0.054719400
1.4,het3,0.101352000,0.214827000,0.090531400,0.093350100,0.055915500
1.4,het3,0.101820000,0.217704000,0.092409900,0.094591400,0.056477400
1.4,het3,0.096000500,0.203052000,0.085744800,0.087787000,0.052866100
1.4,het4,0.077172000,0.160467000,0.068669500,0.070574700,0.042204400
1.4,het4,0.075591100,0.157000000,0.067811200,0.069744300,0.041496600
1.4,het4,0.078377800,0.162480000,0.069909800,0.072031900,0.042914800
1.4,het4,0.078948300,0.163973000,0.070584400,0.072622500,0.043052600
1.4,het4,0.077165400,0.160419000,0.069488100,0.071320800,0.042757500
1.4,het4,0.073537200,0.155568000,0.065675100,0.068147800,0.040653400
1.4,het4,0.071079400,0.147141000,0.063777700,0.065388000,0.038525900
1.4,het4,0.068263400,0.144455000,0.061559500,0.063211800,0.037680700
1.4,het4,0.086076300,0.176065000,0.076913100,0.078857100,0.046822200
1.4,het4,0.065594800,0.138696000,0.059080300,0.060854200,0.035939900
1.4,het5,0.056091400,0.114000000,0.051076000,0.052421100,0.030932900
1.4,het5,0.059502600,0.120024000,0.053717400,0.055193700,0.032430200
1.4,het5,0.049369100,0.101527000,0.045271300,0.046506600,0.027474100
1.4,het5,0.046582400,0.095031100,0.042361800,0.043440200,0.025737400
1.4,het5,0.055327400,0.112582000,0.050113600,0.051654800,0.030431200
1.4,het5,0.060287000,0.122862000,0.055090600,0.056207300,0.033269000
1.4,het5,0.051475900,0.104093000,0.046496700,0.047756600,0.027798400
1.4,het5,0.052933900,0.108545000,0.048292400,0.049300100,0.029032300
1.4,het5,0.052739000,0.107047000,0.047849100,0.049189400,0.028835400
1.4,het5,0.056408400,0.114979000,0.051454700,0.052513900,0.031061800
1.4,het6,0.037912500,0.073691100,0.034150700,0.034997200,0.020546000
1.4,het6,0.036796600,0.073137000,0.033957800,0.034838000,0.020437700
1.4,het6,0.032722500,0.064372700,0.030138800,0.030849700,0.017914200
1.4,het6,0.034530900,0.068282800,0.031593900,0.032446400,0.019287200
1.4,het6,0.031191900,0.061429100,0.028156800,0.029156800,0.017130300
1.4,het6,0.036591300,0.072669400,0.033557800,0.034598000,0.020289500
1.4,het6,0.034074100,0.066439900,0.030528400,0.031501800,0.018273700
1.4,het6,0.037430800,0.073256400,0.034006100,0.035002200,0.020384500
1.4,het6,0.031445400,0.062283700,0.028651600,0.029460600,0.017245900
1.4,het6,0.036992100,0.073534600,0.033867300,0.034734800,0.020400700
1.4,het7,0.022360700,0.042034600,0.020862800,0.021106500,0.012498500
1.4,het7,0.020016500,0.038065700,0.018730800,0.019086900,0.011210800
1.4,het7,0.022018100,0.041201100,0.020446200,0.020701100,0.012257600
1.4,het7,0.022031600,0.041318700,0.020547700,0.020544700,0.012324300
1.4,het7,0.022006600,0.041118300,0.020396900,0.020679600,0.011826400
1.4,het7,0.020646600,0.039061500,0.019195000,0.019412700,0.011391100
1.4,het7,0.022252100,0.040789000,0.020141600,0.020714100,0.011812900
1.4,het7,0.022931900,0.043022200,0.021379900,0.021698600,0.012702700
1.4,het7,0.025345800,0.047318300,0.023307200,0.023746000,0.014023100
1.4,het7,0.024926400,0.046295000,0.022697800,0.023134700,0.013599500
1.4,het8,0.015506400,0.027492800,0.014219500,0.014469300,0.008543300
1.4,het8,0.015835200,0.028103500,0.014497700,0.014650300,0.008602230
1.4,het8,0.013722600,0.024579100,0.012815200,0.013039100,0.007502690
1.4,het8,0.014163000,0.025925700,0.013576800,0.013608800,0.007946900
1.4,het8,0.014376500,0.025853200,0.013289800,0.013504700,0.007946850
1.4,het8,0.016375700,0.029330000,0.015333900,0.015615000,0.008883510
1.4,het8,0.012425300,0.021917500,0.011279400,0.011639300,0.006843890
1.4,het8,0.014410600,0.025405900,0.013530200,0.013500300,0.007944020
1.4,het8,0.014568400,0.025736600,0.013484200,0.013673000,0.007910980
1.4,het8,0.016343400,0.029013500,0.014981300,0.015219400,0.008881280
1.4,het9,0.008581710,0.013859700,0.007792130,0.007812610,0.004592020
1.4,het9,0.007288250,0.012172400,0.006941460,0.006929670,0.004105630
1.4,het9,0.008180960,0.013545800,0.007549950,0.007661870,0.004472690
1.4,het9,0.008821400,0.015081300,0.008548840,0.008525430,0.005052850
1.4,het9,0.009068740,0.015250600,0.008532970,0.008595270,0.004926980
1.4,het9,0.007804460,0.012908400,0.007161800,0.007355000,0.004296410
1.4,het9,0.008699380,0.014647500,0.008354900,0.008383550,0.004852340
1.4,het9,0.007425430,0.012229700,0.006795670,0.006929430,0.004067710
1.4,het9,0.006694630,0.011219400,0.006264790,0.006453630,0.003746760
1.4,het9,0.008947350,0.014868700,0.008302260,0.008359880,0.004937540
1.4,hom0,0.076773200,0.197514000,0.076901000,0.077329500,0.038303800
1.4,hom0,0.075620100,0.196725000,0.075785800,0.076199800,0.037830800
1.4,hom0,0.071391500,0.185703000,0.070975100,0.071588600,0.035444200
1.4,hom0,0.078117100,0.201523000,0.078214300,0.078365100,0.038545400
1.4,hom0,0.074011400,0.191516000,0.073588100,0.074335800,0.036591500
1.4,hom0,0.075767000,0.195105000,0.075539300,0.076081600,0.037340600
1.4,hom0,0.071330900,0.186093000,0.071453500,0.071975000,0.035496300
1.4,hom0,0.078855700,0.203009000,0.078376900,0.078912400,0.039341800
1.4,hom0,0.080649500,0.207541000,0.081215300,0.081303000,0.040120400
1.4,hom0,0.070478900,0.184718000,0.070937500,0.071338400,0.035132800
1.4,hom1,0.051610000,0.130682000,0.051926400,0.051846300,0.025288500
1.4,hom1,0.048960600,0.125973000,0.050015500,0.050193400,0.024622800
1.4,hom1,0.047865900,0.122514000,0.048278900,0.048412100,0.023784500
1.4,hom1,0.051312800,0.130820000,0.051703500,0.052296100,0.025349300
1.4,hom1,0.043696200,0.111877000,0.044274800,0.044089400,0.021657500
1.4,hom1,0.050164100,0.126298000,0.049882200,0.050337800,0.024816900
1.4,hom1,0.051614400,0.131997000,0.052500100,0.052434400,0.025689300
1.4,hom1,0.049725600,0.127268000,0.050148100,0.050224300,0.024595800
1.4,hom1,0.055206600,0.140870000,0.055785300,0.056220500,0.027600400
1.4,hom1,0.060027900,0.150557000,0.060204000,0.060207000,0.029769000
1.4,hom10,0.000603821,0.000460877,0.000647692,0.000558222,0.000275163
1.4,hom10,0.000546992,0.000544219,0.000671230,0.000594347,0.000323074
1.4,hom10,0.000613051,0.000527368,0.000682524,0.000610604,0.000316111
1.4,hom10,0.000519931,0.000471037,0.000625727,0.000567068,0.000294691
1.4,hom10,0.000582564,0.000586620,0.000694786,0.000638652,0.000354672
1.4,hom10,0.000621583,0.000586609,0.000660310,0.000629735,0.000322876
1.4,hom10,0.000587538,0.000543051,0.000676393,0.000608529,0.000304065
1.4,hom10,0.000603903,0.000546261,0.000636163,0.000603440,0.000345400
1.4,hom10,0.000640409,0.000536624,0.000687314,0.000603752,0.000331455
1.4,hom10,0.000573689,0.000558024,0.000764299,0.000652420,0.000307866
1.4,hom11,0.000363996,0.000249778,0.000438293,0.000400951,0.000227401
1.4,hom11,0.000423719,0.000310998,0.000532366,0.000484113,0.000268432
1.4,hom11,0.000434404,0.000321484,0.000535790,0.000460837,0.000233822
1.4,hom11,0.000533513,0.000478368,0.000639198,0.000575870,0.000340641
1.4,hom11,0.000561906,0.000369278,0.000642215,0.000529334,0.000278281
1.4,hom11,0.000485440,0.000353757,0.000614209,0.000515865,0.000245667
1.4,hom11,0.000471020,0.000426671,0.000615176,0.000563671,0.000314511
1.4,hom11,0.000413759,0.000315255,0.000479998,0.000447380,0.000240297
1.4,hom11,0.000447030,0.000325414,0.000579613,0.000532165,0.000261948
1.4,hom11,0.000407320,0.000329504,0.000524309,0.000470758,0.000264724
1.4,hom2,0.027330500,0.065844800,0.027747400,0.027719600,0.013394100
1.4,hom2,0.026898500,0.065801800,0.027692000,0.027534000,0.013267900
1.4,hom2,0.028048200,0.066520100,0.028211800,0.028205200,0.013453200
1.4,hom2,0.028127200,0.069368400,0.029153800,0.029318000,0.014110200
1.4,hom2,0.025322300,0.060957200,0.025466700,0.025488300,0.012417500
1.4,hom2,0.032262200,0.078280800,0.033293600,0.032983900,0.016232800
1.4,hom2,0.026079500,0.063921500,0.026700400,0.026677900,0.012861100
1.4,hom2,0.028044100,0.068183700,0.028617700,0.028584900,0.013881400
1.4,hom2,0.026688400,0.064683100,0.027080300,0.027131100,0.013094500
1.4,hom2,0.025643000,0.062314800,0.025608000,0.025786700,0.012469800
1.4,hom3,0.015509300,0.036415000,0.016417000,0.016218800,0.007850420
1.4,hom3,0.020306400,0.047048900,0.021038700,0.021011900,0.010173300
1.4,hom3,0.018576000,0.043549500,0.019424000,0.019320000,0.009240650
1.4,hom3,0.016030200,0.037302100,0.016808100,0.016833200,0.008113790
1.4,hom3,0.017952100,0.042174900,0.018637700,0.018590900,0.008962690
1.4,hom3,0.017104700,0.040714200,0.018153600,0.018130700,0.008596520
1.4,hom3,0.015160000,0.035252500,0.015750700,0.015587900,0.007480300
1.4,hom3,0.014439800,0.033533500,0.014864200,0.014835200,0.007155230
1.4,hom3,0.017309100,0.040449300,0.017766500,0.017853300,0.008627970
1.4,hom3,0.018034400,0.041648600,0.018578800,0.018532300,0.008904190
1.4,hom4,0.008406560,0.018111300,0.008673460,0.008729590,0.004225670
1.4,hom4,0.008636640,0.018691100,0.008997060,0.008930220,0.004362050
1.4,hom4,0.008944280,0.019446300,0.009258810,0.009132770,0.004346480
1.4,hom4,0.008171340,0.017378500,0.008358490,0.008245400,0.004021920
1.4,hom4,0.008997730,0.019338900,0.009388000,0.009374200,0.004572090
1.4,hom4,0.008797560,0.018568100,0.009207830,0.008936160,0.004282380
1.4,hom4,0.008803420,0.018815600,0.009138390,0.008958720,0.004376660
1.4,hom4,0.007528950,0.016254000,0.007873900,0.007804100,0.003901990
1.4,hom4,0.008256860,0.017948400,0.008587600,0.008564770,0.004036260
1.4,hom4,0.008917010,0.018987900,0.009212750,0.009120080,0.004507310
1.4,hom5,0.004348330,0.008609030,0.004637060,0.004478300,0.002180580
1.4,hom5,0.003094390,0.006469570,0.003492010,0.003396850,0.001714850
1.4,hom5,0.003697260,0.007266510,0.003886780,0.003779900,0.001821470
1.4,hom5,0.003791490,0.007902310,0.004340640,0.004233710,0.001993960
1.4,hom5,0.005019610,0.010170100,0.005382610,0.005321320,0.002586150
1.4,hom5,0.004027260,0.007853300,0.004307220,0.004144020,0.002094240
1.4,hom5,0.004742980,0.009504950,0.005138950,0.004960210,0.002534240
1.4,hom5,0.004309370,0.008547000,0.004580860,0.004488980,0.002115070
1.4,hom5,0.004357720,0.008791240,0.004620910,0.004596020,0.002231700
1.4,hom5,0.004353490,0.008696300,0.004674790,0.004585380,0.002213560
1.4,hom6,0.002533840,0.004436700,0.002606340,0.002574150,0.001338400
1.4,hom6,0.002857890,0.005214010,0.003175220,0.003044400,0.001485360
1.4,hom6,0.002534970,0.004485970,0.002787820,0.002694640,0.001343020
1.4,hom6,0.002447320,0.004426550,0.002692170,0.002603590,0.001301890
1.4,hom6,0.002446680,0.004253890,0.002512280,0.002469080,0.001254320
1.4,hom6,0.002519540,0.004306090,0.002593790,0.002523000,0.001271210
1.4,hom6,0.002434930,0.004406560,0.002681820,0.002599870,0.001324370
1.4,hom6,0.002887360,0.005033280,0.002873640,0.002819360,0.001363940
1.4,hom6,0.002280540,0.003943210,0.002479500,0.002367030,0.001183440
1.4,hom6,0.002815000,0.004885830,0.002979550,0.002864770,0.001413950
1.4,hom7,0.001411860,0.002240280,0.001589340,0.001527290,0.000747846
1.4,hom7,0.001854980,0.002956710,0.001997970,0.001932620,0.000928229
1.4,hom7,0.001503070,0.002333410,0.001719220,0.001645550,0.000786133
1.4,hom7,0.001222440,0.001948290,0.001319750,0.001345330,0.000669503
1.4,hom7,0.001747440,0.002720140,0.001883120,0.001812730,0.000857758
1.4,hom7,0.001246670,0.001955320,0.001380280,0.001366590,0.000704584
1.4,hom7,0.001312210,0.002072890,0.001555090,0.001426780,0.000700866
1.4,hom7,0.001309660,0.001972460,0.001428460,0.001302710,0.000659455
1.4,hom7,0.001300100,0.002080390,0.001427220,0.001365340,0.000690637
1.4,hom7,0.001267530,0.002093630,0.001494170,0.001377740,0.000657138
1.4,hom8,0.000916761,0.001197140,0.001065330,0.000985616,0.000523043
1.4,hom8,0.000990386,0.001345500,0.001078510,0.001072320,0.000550394
1.4,hom8,0.000990264,0.001206510,0.001035860,0.000966509,0.000497702
1.4,hom8,0.000951354,0.001347170,0.001098570,0.001089720,0.000540762
1.4,hom8,0.000894061,0.001286200,0.001094670,0.001022140,0.000469323
1.4,hom8,0.000942019,0.001249210,0.000988898,0.000953184,0.000470818
1.4,hom8,0.000924123,0.001366180,0.001194370,0.001095760,0.000549825
1.4,hom8,0.001191580,0.001491910,0.001157880,0.001149850,0.000569156
1.4,hom8,0.000939911,0.001115120,0.000936794,0.000874471,0.000440384
1.4,hom8,0.001046710,0.001414370,0.001126930,0.001055340,0.000517526
1.4,hom9,0.000614850,0.000739518,0.000749624,0.000726839,0.000370262
1.4,hom9,0.000676590,0.000785267,0.000809961,0.000776385,0.000428942
